"id","university_name","program_code","program_name","subject_combination","admission_method","admission_score","note"
179,Đại Học Quang Trung,"7340301",Kế toán,"",Điểm ĐGNL HCM năm 2024,500.0,""
180,Đại Học Quang Trung,"7420201",Công nghệ sinh học,"",Điểm ĐGNL HCM năm 2024,500.0,""
181,Đại Học Quang Trung,"7480201",Công nghệ thông tin,"",Điểm ĐGNL HCM năm 2024,500.0,""
182,Đại Học Quang Trung,"7510103",Công nghệ Kỹ thuật xây dựng,"",Điểm ĐGNL HCM năm 2024,500.0,""
183,Đại Học Quang Trung,"7620115",Kinh tế Nông nghiệp,"",Điểm ĐGNL HCM năm 2024,500.0,""
184,Đại Học Quang Trung,"7720301",Điều Dưỡng,"",Điểm ĐGNL HCM năm 2024,500.0,""
185,Đại Học Quang Trung,"7720701",Y tế Công cộng,"",Điểm ĐGNL HCM năm 2024,500.0,""
186,Đại Học Quang Trung,"7810103",Quản trị dịch vụ du lịch và lữ hành,"",Điểm ĐGNL HCM năm 2024,500.0,""
187,Đại Học Quang Trung,"7810203",Quản trị Khách sạn – Nhà hàng,"",Điểm ĐGNL HCM năm 2024,500.0,""
188,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720101",Y khoa,B00; B08; A00; D07,Điểm thi THPT năm 2024,25.47,""
189,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720201",Dược học,B00; B08; A00; D07,Điểm thi THPT năm 2024,23.6,""
190,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720301A",Điều dưỡng đa khoa,B00; B08; A00; D07,Điểm thi THPT năm 2024,20.9,""
191,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720301B",Điều dưỡng nha khoa,B00; B08; A00; D07,Điểm thi THPT năm 2024,20.6,""
192,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720301C",Điều dưỡng gây mê hồi sức,B00; B08; A00; D07,Điểm thi THPT năm 2024,20.0,""
193,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720601",Kỹ thuật xét nghiệm y học,B00; B08; A00; D07,Điểm thi THPT năm 2024,20.6,""
194,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720602",Kỹ thuật hình ảnh y học,B00; B08; A00; D07,Điểm thi THPT năm 2024,19.0,""
195,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720603",Kỹ thuật phục hồi chức năng,B00; B08; A00; D07,Điểm thi THPT năm 2024,21.0,""
196,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720301A",Điều dưỡng đa khoa,B00; B08; A00; D07,Điểm học bạ năm 2024,24.99,"TS có điểm XT bằng ĐC thì ưu tiên thứ tự NV, sau đó là điểm môn Toán"
197,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720301B",Điều dưỡng nha khoa,B00; B08; A00; D07,Điểm học bạ năm 2024,24.92,"TS có điểm XT bằng ĐC thì ưu tiên thứ tự NV, sau đó là điểm môn Toán"
198,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720301C",Điều dưỡng gây mê hồi sức,B00; B08; A00; D07,Điểm học bạ năm 2024,24.38,"TS có điểm XT bằng ĐC thì ưu tiên thứ tự NV, sau đó là điểm môn Toán"
199,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720601",Kỹ thuật xét nghiệm y học,B00; B08; A00; D07,Điểm học bạ năm 2024,25.59,"TS có điểm XT bằng ĐC thì ưu tiên thứ tự NV, sau đó là điểm môn Toán"
200,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720602",Kỹ thuật hình ảnh y học,B00; B08; A00; D07,Điểm học bạ năm 2024,24.36,"TS có điểm XT bằng ĐC thì ưu tiên thứ tự NV, sau đó là điểm môn Toán"
201,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720603",Kỹ thuật phục hồi chức năng,B00; B08; A00; D07,Điểm học bạ năm 2024,24.87,"TS có điểm XT bằng ĐC thì ưu tiên thứ tự NV, sau đó là điểm môn Toán"
202,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720101",Y khoa,B00; B08; A00; D07,Điểm xét tuyển kết hợp năm 2024,23.45,Xét kết hợp điểm thi tốt nghiệp THPT với CCTA Quốc tế
203,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720201",Dược học,B00; B08; A00; D07,Điểm xét tuyển kết hợp năm 2024,23.0,Xét kết hợp điểm thi tốt nghiệp THPT với CCTA Quốc tế
204,Đại học Kỹ thuật Y Dược Đà Nẵng,"7720603",Kỹ thuật phục hồi chức năng,B00; B08; A00; D07,Điểm xét tuyển kết hợp năm 2024,19.85,Xét kết hợp điểm thi tốt nghiệp THPT với CCTA Quốc tế
205,Đại học Văn hóa Nghệ thuật Quân đội,"",Đại học Dân Sự,"",Điểm thi THPT năm 2018,0.0,""
206,Đại học Văn hóa Nghệ thuật Quân đội,"7140221",Sư phạm Âm nhạc,N01,Điểm thi THPT năm 2018,22.0,"Tổng điểm thi 2 môn năng khiếu 11,10, điểm chuyên môn >=7"
207,Đại học Văn hóa Nghệ thuật Quân đội,"7210203",Sáng tác âm nhạc,N05,Điểm thi THPT năm 2018,17.25,"Tổng điểm thi 2 môn năng khiếu 14, điểm chuyên môn >=7"
208,Đại học Văn hóa Nghệ thuật Quân đội,"7210205",Thanh nhạc,N02,Điểm thi THPT năm 2018,17.55,"Tổng điểm thi 2 môn năng khiếu 14,05, điểm chuyên môn >=9"
209,Đại học Văn hóa Nghệ thuật Quân đội,"7210207",Biểu diễn nhạc cụ phương tây,N04,Điểm thi THPT năm 2018,15.25,"Tổng điểm thi 2 môn năng khiếu 13,25, điểm chuyên môn >=8,5"
210,Đại học Văn hóa Nghệ thuật Quân đội,"7210243",Biên đạo múa,N03,Điểm thi THPT năm 2018,22.0,"Tổng điểm thi 2 môn năng khiếu 17,5, điểm chuyên môn >=9"
211,Đại học Văn hóa Nghệ thuật Quân đội,"7229042",Quản lý văn hoá,N01,Điểm thi THPT năm 2018,23.0,"Tổng điểm thi 2 môn năng khiếu 12,6, điểm chuyên môn >=7"
212,Đại học Văn hóa Nghệ thuật Quân đội,"7320101",Báo chí,C00,Điểm thi THPT năm 2018,24.0,""
213,Đại Học Hải Dương,"51140201",Giáo dục Mầm non (CĐ),C00; C19; C20; D01,Điểm thi THPT năm 2024,21.0,""
214,Đại Học Hải Dương,"7140201",Giáo dục Mầm non (trình độ đại học),C00; C19; C20; D01,Điểm thi THPT năm 2024,26.4,""
215,Đại Học Hải Dương,"7140202",Giáo dục Tiểu học,A00; A01; C00; D01,Điểm thi THPT năm 2024,26.5,""
216,Đại Học Hải Dương,"7140205",Sư phạm Giáo dục Chính trị,D01; C00; C14; C20,Điểm thi THPT năm 2024,24.15,""
217,Đại Học Hải Dương,"7140209",Sư phạm Toán học,A00; A01; A02; D01,Điểm thi THPT năm 2024,25.11,""
218,Đại Học Hải Dương,"7140210",Sư phạm Tin học,A00; A01; D01,Điểm thi THPT năm 2024,20.7,""
219,Đại Học Hải Dương,"7140217",Sư phạm Ngữ Văn,C00; C03; D01; D14,Điểm thi THPT năm 2024,26.62,""
220,Đại Học Hải Dương,"7140218",Sư phạm Lịch Sử,C00; C03; D14,Điểm thi THPT năm 2024,26.35,""
221,Đại Học Hải Dương,"7140219",Sư phạm Địa lí,D01; C00; C20; C04,Điểm thi THPT năm 2024,26.85,""
222,Đại Học Hải Dương,"7140231",Sư phạm tiếng Anh,D01; D14; D15,Điểm thi THPT năm 2024,25.25,""
223,Đại Học Hải Dương,"7140247",Sư phạm Khoa học tự nhiên,A00; A02; B00; D01,Điểm thi THPT năm 2024,23.7,""
224,Đại Học Hải Dương,"7220201",Ngôn ngữ Anh,D01; D09; D10; A01,Điểm thi THPT năm 2024,15.0,""
225,Đại Học Hải Dương,"7310101",Kinh tế,A00; A01; D01,Điểm thi THPT năm 2024,15.0,""
226,Đại Học Hải Dương,"7340101",Quản trị kinh doanh,A00; A01; D01,Điểm thi THPT năm 2024,15.0,""
227,Đại Học Hải Dương,"7340115",Marketing,A00; A01; D01,Điểm thi THPT năm 2024,15.0,""
228,Đại Học Hải Dương,"7340201",Tài chính - Ngân hàng,A00; A01; D01,Điểm thi THPT năm 2024,15.0,""
229,Đại Học Hải Dương,"7340301",Kế toán,A00; A01; D01,Điểm thi THPT năm 2024,15.0,""
230,Đại Học Hải Dương,"7340406",Quản trị văn phòng,A00; A01; D01; C00,Điểm thi THPT năm 2024,15.0,""
231,Đại Học Hải Dương,"7480201",Công nghệ thông tin,A00; A01; D01,Điểm thi THPT năm 2024,15.0,""
232,Đại Học Hải Dương,"7510302",Công nghệ kỹ thuật điện tử - viễn thông,A00; A01; D01,Điểm thi THPT năm 2024,15.0,""
233,Đại Học Hải Dương,"7520201",Kỹ thuật điện,A00; A01; D01,Điểm thi THPT năm 2024,15.0,""
234,Đại Học Hải Dương,"7760103",Hỗ trợ giáo dục người khuyết tật,B03; C00; D01,Điểm thi THPT năm 2024,15.0,""
235,Đại Học Hải Dương,"51140201",Giáo dục Mầm non (CĐ),C00; C19; C20; D01,Điểm học bạ năm 2024,25.05,""
236,Đại Học Hải Dương,"7140201",Giáo dục Mầm non (trình độ đại học),C00; C19; C20; D01,Điểm học bạ năm 2024,27.4,""
237,Đại Học Hải Dương,"7140202",Giáo dục Tiểu học,A00; A01; C00; D01,Điểm học bạ năm 2024,28.3,""
238,Đại Học Hải Dương,"7140205",Sư phạm Giáo dục Chính trị,D01; C00; C14; C20,Điểm học bạ năm 2024,26.7,""
239,Đại Học Hải Dương,"7140209",Sư phạm Toán học,A00; A01; A02; D01,Điểm học bạ năm 2024,28.6,""
240,Đại Học Hải Dương,"7140210",Sư phạm Tin học,A00; A01; D01,Điểm học bạ năm 2024,26.0,""
241,Đại Học Hải Dương,"7140217",Sư phạm Ngữ Văn,C00; C03; D01; D14,Điểm học bạ năm 2024,27.85,""
242,Đại Học Hải Dương,"7140218",Sư phạm Lịch Sử,C00; C03; D14,Điểm học bạ năm 2024,27.5,""
243,Đại Học Hải Dương,"7140219",Sư phạm Địa lí,D01; C00; C20; C04,Điểm học bạ năm 2024,27.35,""
244,Đại Học Hải Dương,"7140231",Sư phạm tiếng Anh,D01; D14; D15,Điểm học bạ năm 2024,27.5,""
245,Đại Học Hải Dương,"7140247",Sư phạm Khoa học tự nhiên,A00; A02; B00; D01,Điểm học bạ năm 2024,27.75,""
246,Đại Học Hải Dương,"7220201",Ngôn ngữ Anh,D01; D09; D10; A01,Điểm học bạ năm 2024,15.5,""
247,Đại Học Hải Dương,"7310101",Kinh tế,A00; A01; D01,Điểm học bạ năm 2024,15.5,""
248,Đại Học Hải Dương,"7340101",Quản trị kinh doanh,A00; A01; D01,Điểm học bạ năm 2024,15.5,""
249,Đại Học Hải Dương,"7340115",Marketing,A00; A01; D01,Điểm học bạ năm 2024,15.5,""
250,Đại Học Hải Dương,"7340201",Tài chính - Ngân hàng,A00; A01; D01,Điểm học bạ năm 2024,15.5,""
251,Đại Học Hải Dương,"7340301",Kế toán,A00; A01; D01,Điểm học bạ năm 2024,15.5,""
252,Đại Học Hải Dương,"7340406",Quản trị văn phòng,A00; A01; D01; C00,Điểm học bạ năm 2024,15.5,""
253,Đại Học Hải Dương,"7480201",Công nghệ thông tin,A00; A01; D01,Điểm học bạ năm 2024,15.5,""
254,Đại Học Hải Dương,"7510302",Công nghệ kỹ thuật điện tử - viễn thông,A00; A01; D01,Điểm học bạ năm 2024,15.5,""
255,Đại Học Hải Dương,"7520201",Kỹ thuật điện,A00; A01; D01,Điểm học bạ năm 2024,15.5,""
256,Đại Học Hải Dương,"7760103",Hỗ trợ giáo dục người khuyết tật,B03; C00; D01,Điểm học bạ năm 2024,15.5,""
257,Đại Học Hải Dương,"7140206",Giáo dục thể chất,T00; T01; T02; T03,Điểm xét tuyển kết hợp năm 2024,18.0,Kết quả thi tốt nghiệp THPT với năng khiếu
258,Đại Học Hải Dương,"7140206",Giáo dục thể chất,T00; T01; T02; T03,Điểm xét tuyển kết hợp năm 2024,18.0,Học bạ THPT với năng khiếu
259,Đại Học Hải Dương,"7140231",Sư phạm tiếng Anh,D01; D14; D15,Điểm xét tuyển kết hợp năm 2024,26.63,Kết quả thi tốt nghiệp THPT với CCTA QT
260,Đại Học Hải Dương,"7140231",Sư phạm tiếng Anh,D01; D14; D15,Điểm xét tuyển kết hợp năm 2024,26.63,Học bạ THPT với CCTA QT
261,Đại Học Hải Dương,"7220201",Ngôn ngữ Anh,D01; D09; D10; A01,Điểm xét tuyển kết hợp năm 2024,23.75,Kết quả thi tốt nghiệp THPT với CCTA QT
262,Đại Học Hải Dương,"7220201",Ngôn ngữ Anh,D01; D09; D10; A01,Điểm xét tuyển kết hợp năm 2024,23.75,Học bạ THPT với CCTA QT
263,Đại Học Sư Phạm TPHCM,"51140201",Giáo dục Mầm non (trình độ CĐ),M02; M03,Điểm thi THPT năm 2024,18.7,Phân hiệu Long An
264,Đại Học Sư Phạm TPHCM,"7140101",Giáo dục học,D01; A00; A01; C14,Điểm thi THPT năm 2024,24.82,""
265,Đại Học Sư Phạm TPHCM,"7140114",Quản lý giáo dục,D01; A00; A01; C14,Điểm thi THPT năm 2024,25.22,""
266,Đại Học Sư Phạm TPHCM,"7140201",Giáo dục Mầm non,M02; M03,Điểm thi THPT năm 2024,24.24,""
267,Đại Học Sư Phạm TPHCM,"7140201_LA",Giáo dục Mầm non,M02; M03,Điểm thi THPT năm 2024,22.0,Phân hiệu Long An
268,Đại Học Sư Phạm TPHCM,"7140202",Giáo dục Tiểu học,A00; A01; D01,Điểm thi THPT năm 2024,26.13,""
269,Đại Học Sư Phạm TPHCM,"7140202_LA",Giáo dục Tiểu học,A00; A01; D01,Điểm thi THPT năm 2024,24.73,Phân hiệu Long An
270,Đại Học Sư Phạm TPHCM,"7140203",Giáo dục Đặc biệt,C00; C15; D01,Điểm thi THPT năm 2024,26.5,""
271,Đại Học Sư Phạm TPHCM,"7140204",Giáo dục công dân,C00; C19; D01,Điểm thi THPT năm 2024,27.34,""
272,Đại Học Sư Phạm TPHCM,"7140205",Giáo dục Chính trị,C00; C19; D01,Điểm thi THPT năm 2024,27.58,""
273,Đại Học Sư Phạm TPHCM,"7140206",Giáo dục Thể chất,M08; T01,Điểm thi THPT năm 2024,26.71,""
274,Đại Học Sư Phạm TPHCM,"7140206_LA",Giáo dục Thể chất,M08; T01,Điểm thi THPT năm 2024,24.77,Phân hiệu Long An
275,Đại Học Sư Phạm TPHCM,"7140208",Giáo dục Quốc phòng - An ninh,A08; C00; C19,Điểm thi THPT năm 2024,27.28,""
276,Đại Học Sư Phạm TPHCM,"7140209",Sư phạm Toán học,A00; A01,Điểm thi THPT năm 2024,27.6,""
277,Đại Học Sư Phạm TPHCM,"7140209_LA",Sư phạm Toán học,A00; A01,Điểm thi THPT năm 2024,26.18,Phân hiệu Long An
278,Đại Học Sư Phạm TPHCM,"7140210",Sư phạm Tin học,A00; A01; B08,Điểm thi THPT năm 2024,24.73,""
279,Đại Học Sư Phạm TPHCM,"7140211",Sư phạm Vật lý,A00; A01; C01,Điểm thi THPT năm 2024,27.25,""
280,Đại Học Sư Phạm TPHCM,"7140212",Sư phạm Hoá học,A00; B00; D07,Điểm thi THPT năm 2024,27.67,""
281,Đại Học Sư Phạm TPHCM,"7140213",Sư phạm Sinh học,B00; D08,Điểm thi THPT năm 2024,26.22,""
282,Đại Học Sư Phạm TPHCM,"7140217",Sư phạm Ngữ văn,C00; D01; D78,Điểm thi THPT năm 2024,28.6,""
283,Đại Học Sư Phạm TPHCM,"7140217_LA",Sư phạm Ngữ văn,C00; D01; D78,Điểm thi THPT năm 2024,27.2,Phân hiệu Long An
284,Đại Học Sư Phạm TPHCM,"7140218",Sư phạm Lịch sử,C00; D14,Điểm thi THPT năm 2024,28.6,""
285,Đại Học Sư Phạm TPHCM,"7140219",Sư phạm Địa lý,C00; C04; D15; D78,Điểm thi THPT năm 2024,28.37,""
286,Đại Học Sư Phạm TPHCM,"7140231",Sư phạm Tiếng Anh,D01,Điểm thi THPT năm 2024,27.01,""
287,Đại Học Sư Phạm TPHCM,"7140231_LA",Sư phạm Tiếng Anh,D01,Điểm thi THPT năm 2024,25.47,Phân hiệu Long An
288,Đại Học Sư Phạm TPHCM,"7140232",Sư phạm Tiếng Nga,D01; D02; D78; D80,Điểm thi THPT năm 2024,23.69,""
289,Đại Học Sư Phạm TPHCM,"7140233",Sư phạm Tiếng Pháp,D01; D03,Điểm thi THPT năm 2024,24.93,""
290,Đại Học Sư Phạm TPHCM,"7140234",Sư phạm Tiếng Trung Quốc,D01; D04,Điểm thi THPT năm 2024,26.44,""
291,Đại Học Sư Phạm TPHCM,"7140246",Sư phạm công nghệ,A00; A01; A02; D90,Điểm thi THPT năm 2024,24.31,""
292,Đại Học Sư Phạm TPHCM,"7140247",Sư phạm khoa học tự nhiên,A00; A02; B00; D90,Điểm thi THPT năm 2024,25.6,""
293,Đại Học Sư Phạm TPHCM,"7140249",Sư phạm Lịch sử - Địa lý,C00; C19; C20; D78,Điểm thi THPT năm 2024,27.75,""
294,Đại Học Sư Phạm TPHCM,"7220201",Ngôn ngữ Anh,D01,Điểm thi THPT năm 2024,25.86,""
295,Đại Học Sư Phạm TPHCM,"7220202",Ngôn ngữ Nga,D01; D02; D78; D80,Điểm thi THPT năm 2024,22.0,""
296,Đại Học Sư Phạm TPHCM,"7220203",Ngôn ngữ Pháp,D01; D03,Điểm thi THPT năm 2024,22.7,""
297,Đại Học Sư Phạm TPHCM,"7220204",Ngôn ngữ Trung Quốc,D01; D04,Điểm thi THPT năm 2024,25.05,""
298,Đại Học Sư Phạm TPHCM,"7220209",Ngôn ngữ Nhật,D01; D06,Điểm thi THPT năm 2024,23.77,""
299,Đại Học Sư Phạm TPHCM,"7220210",Ngôn ngữ Hàn quốc,D01; D78; D96; DD2,Điểm thi THPT năm 2024,25.02,""
300,Đại Học Sư Phạm TPHCM,"7229030",Văn học,C00; D01; D78,Điểm thi THPT năm 2024,26.62,""
301,Đại Học Sư Phạm TPHCM,"7310401",Tâm lý học,B00; C00; D01,Điểm thi THPT năm 2024,27.1,""
302,Đại Học Sư Phạm TPHCM,"7310403",Tâm lý học giáo dục,A00; C00; D01,Điểm thi THPT năm 2024,26.03,""
303,Đại Học Sư Phạm TPHCM,"7310501",Địa lý học,C00; D10; D15; D78,Điểm thi THPT năm 2024,25.17,""
304,Đại Học Sư Phạm TPHCM,"7310601",Quốc tế học,D01; D14; D78,Điểm thi THPT năm 2024,24.42,""
305,Đại Học Sư Phạm TPHCM,"7310630",Việt Nam học,C00; D01; D78,Điểm thi THPT năm 2024,25.28,""
306,Đại Học Sư Phạm TPHCM,"7420203",Sinh học ứng dụng,B00; D08,Điểm thi THPT năm 2024,21.9,""
307,Đại Học Sư Phạm TPHCM,"7440102",Vật lý học,A00; A01; D90,Điểm thi THPT năm 2024,24.44,""
308,Đại Học Sư Phạm TPHCM,"7440112",Hoá học,A00; B00; D07,Điểm thi THPT năm 2024,24.65,""
309,Đại Học Sư Phạm TPHCM,"7480201",Công nghệ thông tin,A00; A01; B08,Điểm thi THPT năm 2024,23.05,""
310,Đại Học Sư Phạm TPHCM,"7760101",Công tác xã hội,A00; C00; D01,Điểm thi THPT năm 2024,24.44,""
311,Đại Học Sư Phạm TPHCM,"7810101",Du lịch,C00; C04; D01; D78,Điểm thi THPT năm 2024,25.25,""
312,Đại Học Sư Phạm TPHCM,"51140201_LA",Giáo dục Mầm non (trình độ CĐ),M02; M03,Điểm học bạ năm 2024,21.43,Phân hiệu Long An
313,Đại Học Sư Phạm TPHCM,"7140101",Giáo dục học,D01; A00; A01; C14,Điểm học bạ năm 2024,27.55,""
314,Đại Học Sư Phạm TPHCM,"7140114",Quản lý giáo dục,D01; A00; A01; C14,Điểm học bạ năm 2024,27.81,""
315,Đại Học Sư Phạm TPHCM,"7140201",Giáo dục Mầm non,M02; M03,Điểm học bạ năm 2024,26.09,""
316,Đại Học Sư Phạm TPHCM,"7140201_LA",Giáo dục Mầm non,M02; M03,Điểm học bạ năm 2024,24.04,Phân hiệu Long An
317,Đại Học Sư Phạm TPHCM,"7140202",Giáo dục Tiểu học,A00; A01; D01,Điểm học bạ năm 2024,28.66,""
318,Đại Học Sư Phạm TPHCM,"7140202_LA",Giáo dục Tiểu học,A00; A01; D01,Điểm học bạ năm 2024,28.01,Phân hiệu Long An
319,Đại Học Sư Phạm TPHCM,"7140203",Giáo dục Đặc biệt,C00; C15; D01,Điểm học bạ năm 2024,27.72,""
